count_point_id,name,local_authority_name
811616,Dumfries and Galloway,Dumfries & Galloway
811618,Perth and Kinross,Perth & Kinross
811645,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
811657,Vale of Glamorgan,The Vale of Glamorgan
811665,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
811671,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
811702,Vale of Glamorgan,The Vale of Glamorgan
811714,Vale of Glamorgan,The Vale of Glamorgan
811719,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
811723,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
811729,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
811732,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
811745,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
811783,Vale of Glamorgan,The Vale of Glamorgan
811809,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
811835,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
811848,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
811863,Vale of Glamorgan,The Vale of Glamorgan
811864,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
811869,Vale of Glamorgan,The Vale of Glamorgan
811870,Vale of Glamorgan,The Vale of Glamorgan
811888,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
811890,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
811943,Na h-Eileanan Siar,Comhairle nan Eilean Siar
811945,Na h-Eileanan Siar,Comhairle nan Eilean Siar
811946,Na h-Eileanan Siar,Comhairle nan Eilean Siar
811949,Na h-Eileanan Siar,Comhairle nan Eilean Siar
811953,Argyll and Bute,Argyll & Bute
811956,Dumfries and Galloway,Dumfries & Galloway
811959,Dumfries and Galloway,Dumfries & Galloway
811961,Cheshire West and Chester,West Cheshire
811979,Argyll and Bute,Argyll & Bute
811982,Na h-Eileanan Siar,Comhairle nan Eilean Siar
812009,Cornwall,Cornwall excluding Isles of Scilly
812010,Cornwall,Cornwall excluding Isles of Scilly
812011,Vale of Glamorgan,The Vale of Glamorgan
812025,Cheshire East,East Cheshire
812026,Cheshire East,East Cheshire
812037,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
812052,Perth and Kinross,Perth & Kinross
812061,Cornwall,Cornwall excluding Isles of Scilly
812067,Cornwall,Cornwall excluding Isles of Scilly
812068,Cornwall,Cornwall excluding Isles of Scilly
812070,Cheshire East,East Cheshire
812072,Vale of Glamorgan,The Vale of Glamorgan
812097,Dumfries and Galloway,Dumfries & Galloway
812099,Cornwall,Cornwall excluding Isles of Scilly
812104,Na h-Eileanan Siar,Comhairle nan Eilean Siar
812125,Vale of Glamorgan,The Vale of Glamorgan
812154,Cheshire East,East Cheshire
812157,Cornwall,Cornwall excluding Isles of Scilly
812174,Cornwall,Cornwall excluding Isles of Scilly
812183,Argyll and Bute,Argyll & Bute
812184,Cheshire East,East Cheshire
812217,Cornwall,Cornwall excluding Isles of Scilly
812237,Cheshire West and Chester,West Cheshire
812242,Cheshire East,East Cheshire
812247,Cheshire West and Chester,West Cheshire
812259,Perth and Kinross,Perth & Kinross
900024,Bedford,Bedfordshire
900027,Cornwall,Cornwall excluding Isles of Scilly
900030,Dumfries and Galloway,Dumfries & Galloway
900033,Cornwall,Cornwall excluding Isles of Scilly
900076,County Durham,Durham
919009,Cheshire West and Chester,Cheshire
919009,Cheshire West and Chester,West Cheshire
919011,Cheshire East,Cheshire
919011,Cheshire East,East Cheshire
919333,Cheshire East,Cheshire
919333,Cheshire East,East Cheshire
919338,Cheshire East,Cheshire
919338,Cheshire East,East Cheshire
919341,Cheshire East,Cheshire
919341,Cheshire East,East Cheshire
919347,Cheshire East,Cheshire
919347,Cheshire East,East Cheshire
919374,Cheshire East,Cheshire
919374,Cheshire East,East Cheshire
930064,Central Bedfordshire,Bedfordshire
930074,Cheshire East,Cheshire
930074,Cheshire East,East Cheshire
930075,Cheshire East,Cheshire
930075,Cheshire East,East Cheshire
930146,County Durham,Durham
930147,County Durham,Durham
930148,County Durham,Durham
930160,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
930185,Perth and Kinross,Perth & Kinross
930186,Perth and Kinross,Perth & Kinross
930191,Dumfries and Galloway,Dumfries & Galloway
930192,Cornwall,Cornwall excluding Isles of Scilly
930432,"Bournemouth, Christchurch and Poole",Bournemouth
930433,"Bournemouth, Christchurch and Poole",Bournemouth
930434,"Bournemouth, Christchurch and Poole",Bournemouth
930435,"Bournemouth, Christchurch and Poole",Bournemouth
930436,"Bournemouth, Christchurch and Poole",Bournemouth
930437,"Bournemouth, Christchurch and Poole",Bournemouth
930438,"Bournemouth, Christchurch and Poole",Poole
930439,"Bournemouth, Christchurch and Poole",Poole
930440,"Bournemouth, Christchurch and Poole",Poole
930441,"Bournemouth, Christchurch and Poole",Poole
930442,"Bournemouth, Christchurch and Poole",Poole
930863,Bedford,Bedfordshire
930864,Bedford,Bedfordshire
930865,Central Bedfordshire,Bedfordshire
930866,Central Bedfordshire,Bedfordshire
930867,Central Bedfordshire,Bedfordshire
930868,Central Bedfordshire,Bedfordshire
930869,Central Bedfordshire,Bedfordshire
930870,Central Bedfordshire,Bedfordshire
930871,Bedford,Bedfordshire
930872,Bedford,Bedfordshire
930873,Central Bedfordshire,Bedfordshire
931033,County Durham,Durham
931034,County Durham,Durham
931035,County Durham,Durham
931036,County Durham,Durham
931037,County Durham,Durham
931038,County Durham,Durham
931039,County Durham,Durham
931040,County Durham,Durham
931041,County Durham,Durham
931042,County Durham,Durham
931043,County Durham,Durham
931044,County Durham,Durham
931045,County Durham,Durham
931046,County Durham,Durham
931047,County Durham,Durham
931470,Cheshire West and Chester,Cheshire
931470,Cheshire West and Chester,West Cheshire
931471,Cheshire East,Cheshire
931471,Cheshire East,East Cheshire
931472,Cheshire East,Cheshire
931472,Cheshire East,East Cheshire
931473,Cheshire East,Cheshire
931473,Cheshire East,East Cheshire
931474,Cheshire East,Cheshire
931474,Cheshire East,East Cheshire
931475,Cheshire East,Cheshire
931475,Cheshire East,East Cheshire
931476,Cheshire East,Cheshire
931476,Cheshire East,East Cheshire
931477,Cheshire East,Cheshire
931477,Cheshire East,East Cheshire
931478,Cheshire East,Cheshire
931478,Cheshire East,East Cheshire
931479,Cheshire West and Chester,Cheshire
931479,Cheshire West and Chester,West Cheshire
931480,Cheshire West and Chester,Cheshire
931480,Cheshire West and Chester,West Cheshire
931481,Cheshire West and Chester,Cheshire
931481,Cheshire West and Chester,West Cheshire
931482,Cheshire West and Chester,Cheshire
931482,Cheshire West and Chester,West Cheshire
931483,Cheshire East,Cheshire
931483,Cheshire East,East Cheshire
931484,Cheshire West and Chester,Cheshire
931484,Cheshire West and Chester,West Cheshire
931485,Cheshire East,Cheshire
931485,Cheshire East,East Cheshire
931486,Cheshire West and Chester,Cheshire
931486,Cheshire West and Chester,West Cheshire
931487,Cheshire West and Chester,Cheshire
931487,Cheshire West and Chester,West Cheshire
931488,Cheshire West and Chester,Cheshire
931488,Cheshire West and Chester,West Cheshire
931489,Cheshire West and Chester,Cheshire
931489,Cheshire West and Chester,West Cheshire
931490,Cheshire East,Cheshire
931490,Cheshire East,East Cheshire
931491,Cheshire West and Chester,Cheshire
931491,Cheshire West and Chester,West Cheshire
931492,Cheshire East,Cheshire
931492,Cheshire East,East Cheshire
931610,"Bournemouth, Christchurch and Poole",Dorset
931611,"Bournemouth, Christchurch and Poole",Dorset
931612,"Bournemouth, Christchurch and Poole",Dorset
931616,Cornwall,Cornwall excluding Isles of Scilly
931617,Cornwall,Cornwall excluding Isles of Scilly
931618,Cornwall,Cornwall excluding Isles of Scilly
931619,Cornwall,Cornwall excluding Isles of Scilly
931620,Cornwall,Cornwall excluding Isles of Scilly
931621,Cornwall,Cornwall excluding Isles of Scilly
931622,Cornwall,Cornwall excluding Isles of Scilly
931623,Cornwall,Cornwall excluding Isles of Scilly
931624,Cornwall,Cornwall excluding Isles of Scilly
931781,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
931782,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
931783,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
931784,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
931785,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
931786,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
931787,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
931788,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
931789,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
931790,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
931791,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
931792,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
931813,Vale of Glamorgan,The Vale of Glamorgan
931814,Vale of Glamorgan,The Vale of Glamorgan
931815,Vale of Glamorgan,The Vale of Glamorgan
931816,Vale of Glamorgan,The Vale of Glamorgan
931817,Vale of Glamorgan,The Vale of Glamorgan
931818,Vale of Glamorgan,The Vale of Glamorgan
931819,Vale of Glamorgan,The Vale of Glamorgan
931820,Vale of Glamorgan,The Vale of Glamorgan
931821,Vale of Glamorgan,The Vale of Glamorgan
931841,Argyll and Bute,Argyll & Bute
931891,Perth and Kinross,Perth & Kinross
931892,Perth and Kinross,Perth & Kinross
931893,Perth and Kinross,Perth & Kinross
931894,Perth and Kinross,Perth & Kinross
931953,Cornwall,Cornwall excluding Isles of Scilly
940254,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
940295,Cornwall,Cornwall excluding Isles of Scilly
940395,Na h-Eileanan Siar,Comhairle nan Eilean Siar
940674,Cheshire West and Chester,Cheshire
940674,Cheshire West and Chester,West Cheshire
940849,Central Bedfordshire,Bedfordshire
940850,Central Bedfordshire,Bedfordshire
940851,Bedford,Bedfordshire
940853,Central Bedfordshire,Bedfordshire
940854,Central Bedfordshire,Bedfordshire
940856,Bedford,Bedfordshire
940857,Bedford,Bedfordshire
940858,Cornwall,Cornwall excluding Isles of Scilly
940859,Central Bedfordshire,Bedfordshire
940860,Central Bedfordshire,Bedfordshire
940861,Central Bedfordshire,Bedfordshire
940862,Central Bedfordshire,Bedfordshire
940863,Central Bedfordshire,Bedfordshire
940865,Central Bedfordshire,Bedfordshire
940867,Central Bedfordshire,Bedfordshire
940868,Central Bedfordshire,Bedfordshire
940869,Bedford,Bedfordshire
940870,Bedford,Bedfordshire
940871,Bedford,Bedfordshire
940873,Central Bedfordshire,Bedfordshire
940874,Central Bedfordshire,Bedfordshire
940875,Bedford,Bedfordshire
940876,Bedford,Bedfordshire
940877,Bedford,Bedfordshire
940878,Central Bedfordshire,Bedfordshire
940879,Bedford,Bedfordshire
940880,Bedford,Bedfordshire
940882,Central Bedfordshire,Bedfordshire
940883,Central Bedfordshire,Bedfordshire
940884,Bedford,Bedfordshire
940885,Central Bedfordshire,Bedfordshire
940886,Central Bedfordshire,Bedfordshire
940888,Central Bedfordshire,Bedfordshire
940889,Central Bedfordshire,Bedfordshire
940890,Bedford,Bedfordshire
940891,Central Bedfordshire,Bedfordshire
940893,Bedford,Bedfordshire
940894,Central Bedfordshire,Bedfordshire
940895,Bedford,Bedfordshire
940896,Bedford,Bedfordshire
940898,Central Bedfordshire,Bedfordshire
940900,Central Bedfordshire,Bedfordshire
940901,Central Bedfordshire,Bedfordshire
940902,Central Bedfordshire,Bedfordshire
940903,Central Bedfordshire,Bedfordshire
940904,Bedford,Bedfordshire
940905,Central Bedfordshire,Bedfordshire
940906,Bedford,Bedfordshire
940907,Bedford,Bedfordshire
940908,Bedford,Bedfordshire
940909,Bedford,Bedfordshire
940910,Bedford,Bedfordshire
940911,Central Bedfordshire,Bedfordshire
940913,Central Bedfordshire,Bedfordshire
940916,Central Bedfordshire,Bedfordshire
940917,Central Bedfordshire,Bedfordshire
940918,Central Bedfordshire,Bedfordshire
940919,Bedford,Bedfordshire
940920,Bedford,Bedfordshire
940924,Central Bedfordshire,Bedfordshire
940925,Central Bedfordshire,Bedfordshire
940926,Bedford,Bedfordshire
941064,Argyll and Bute,Argyll & Bute
941320,County Durham,Durham
941652,Cheshire West and Chester,Cheshire
941652,Cheshire West and Chester,West Cheshire
942019,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
942302,Cornwall,Cornwall excluding Isles of Scilly
942798,"Bournemouth, Christchurch and Poole",Poole
942808,"Bournemouth, Christchurch and Poole",Poole
943265,County Durham,Durham
943266,County Durham,Durham
943267,County Durham,Durham
943268,County Durham,Durham
943269,County Durham,Durham
943270,County Durham,Durham
943271,County Durham,Durham
943272,County Durham,Durham
943273,County Durham,Durham
943274,County Durham,Durham
943275,County Durham,Durham
943276,County Durham,Durham
943277,County Durham,Durham
943278,County Durham,Durham
943279,County Durham,Durham
943280,County Durham,Durham
943281,County Durham,Durham
943282,County Durham,Durham
943283,County Durham,Durham
943284,County Durham,Durham
943286,County Durham,Durham
943287,County Durham,Durham
943289,County Durham,Durham
943290,County Durham,Durham
943291,County Durham,Durham
943292,County Durham,Durham
943293,County Durham,Durham
943294,County Durham,Durham
943295,County Durham,Durham
943296,County Durham,Durham
943297,County Durham,Durham
943298,County Durham,Durham
943299,County Durham,Durham
943300,County Durham,Durham
943301,County Durham,Durham
943302,County Durham,Durham
943303,County Durham,Durham
943304,County Durham,Durham
943305,County Durham,Durham
943307,County Durham,Durham
943308,County Durham,Durham
943310,County Durham,Durham
943311,County Durham,Durham
943312,County Durham,Durham
943313,County Durham,Durham
943314,County Durham,Durham
943315,County Durham,Durham
943316,County Durham,Durham
943317,County Durham,Durham
943319,County Durham,Durham
943320,County Durham,Durham
943321,County Durham,Durham
943322,County Durham,Durham
943323,County Durham,Durham
943324,County Durham,Durham
943325,County Durham,Durham
943326,County Durham,Durham
943327,County Durham,Durham
943328,County Durham,Durham
943329,County Durham,Durham
943330,County Durham,Durham
943332,County Durham,Durham
943334,County Durham,Durham
943335,County Durham,Durham
943336,County Durham,Durham
943337,County Durham,Durham
943338,County Durham,Durham
943339,County Durham,Durham
943340,County Durham,Durham
943341,County Durham,Durham
943342,County Durham,Durham
943343,County Durham,Durham
943344,County Durham,Durham
943401,Na h-Eileanan Siar,Comhairle nan Eilean Siar
943922,Cheshire East,Cheshire
943923,Cheshire West and Chester,Cheshire
943924,Cheshire West and Chester,Cheshire
943925,Cheshire East,Cheshire
943925,Cheshire East,East Cheshire
943926,Cheshire West and Chester,Cheshire
943927,Cheshire East,Cheshire
943928,Cheshire West and Chester,Cheshire
943928,Cheshire West and Chester,West Cheshire
943929,Cheshire East,Cheshire
943929,Cheshire East,East Cheshire
943930,Cheshire East,Cheshire
943930,Cheshire East,East Cheshire
943931,Cheshire West and Chester,Cheshire
943931,Cheshire West and Chester,West Cheshire
943932,Cheshire West and Chester,Cheshire
943933,Cheshire West and Chester,Cheshire
943933,Cheshire West and Chester,West Cheshire
943934,Cheshire West and Chester,Cheshire
943934,Cheshire West and Chester,West Cheshire
943935,Cheshire East,Cheshire
943935,Cheshire East,East Cheshire
943936,Cheshire East,Cheshire
943937,Cheshire East,Cheshire
943937,Cheshire East,East Cheshire
943938,Cheshire West and Chester,Cheshire
943938,Cheshire West and Chester,West Cheshire
943940,Cheshire West and Chester,Cheshire
943941,Cheshire West and Chester,Cheshire
943942,Cheshire East,Cheshire
943943,Cheshire West and Chester,Cheshire
943943,Cheshire West and Chester,West Cheshire
943944,Cheshire West and Chester,Cheshire
943945,Cheshire East,Cheshire
943946,Cheshire East,Cheshire
943946,Cheshire East,East Cheshire
943947,Cheshire East,Cheshire
943948,Cheshire East,Cheshire
943948,Cheshire East,East Cheshire
943949,Cheshire West and Chester,Cheshire
943951,Cheshire West and Chester,Cheshire
943952,Cheshire East,Cheshire
943953,Cheshire West and Chester,Cheshire
943953,Cheshire East,East Cheshire
943953,Cheshire West and Chester,West Cheshire
943954,Cheshire West and Chester,Cheshire
943955,Cheshire East,Cheshire
943956,Cheshire West and Chester,Cheshire
943957,Cheshire West and Chester,Cheshire
943957,Cheshire West and Chester,West Cheshire
943958,Cheshire East,Cheshire
943959,Cheshire East,Cheshire
943960,Cheshire East,Cheshire
943960,Cheshire East,East Cheshire
943961,Cheshire East,Cheshire
943962,Cheshire West and Chester,Cheshire
943963,Cheshire East,Cheshire
943964,Cheshire West and Chester,Cheshire
943964,Cheshire West and Chester,West Cheshire
943965,Cheshire East,Cheshire
943966,Cheshire East,Cheshire
943966,Cheshire East,East Cheshire
943967,Cheshire West and Chester,Cheshire
943967,Cheshire West and Chester,West Cheshire
943968,Cheshire East,Cheshire
943969,Cheshire West and Chester,Cheshire
943970,Cheshire East,Cheshire
943970,Cheshire East,East Cheshire
943971,Cheshire East,Cheshire
943971,Cheshire East,East Cheshire
943972,Cheshire East,Cheshire
943973,Cheshire West and Chester,Cheshire
943973,Cheshire West and Chester,West Cheshire
943974,Cheshire East,Cheshire
943974,Cheshire East,East Cheshire
943975,Cheshire West and Chester,Cheshire
943975,Cheshire West and Chester,West Cheshire
943976,Cheshire East,Cheshire
943977,Cheshire East,Cheshire
943978,Cheshire West and Chester,Cheshire
943978,Cheshire West and Chester,West Cheshire
943979,Cheshire West and Chester,Cheshire
943980,Cheshire West and Chester,Cheshire
943981,Cheshire East,Cheshire
943981,Cheshire East,East Cheshire
943982,Cheshire West and Chester,Cheshire
943984,Cheshire East,Cheshire
943986,Cheshire East,Cheshire
943987,Cheshire East,Cheshire
943988,Cheshire East,Cheshire
943990,Cheshire East,Cheshire
943991,Cheshire East,Cheshire
943991,Cheshire East,East Cheshire
943992,Cheshire East,Cheshire
943993,Cheshire East,Cheshire
943993,Cheshire East,East Cheshire
943995,Cheshire East,Cheshire
943996,Cheshire West and Chester,Cheshire
943997,Cheshire West and Chester,Cheshire
943997,Cheshire West and Chester,West Cheshire
943998,Cheshire West and Chester,Cheshire
943999,Cheshire West and Chester,Cheshire
943999,Cheshire West and Chester,West Cheshire
944000,Cheshire East,Cheshire
944003,Cheshire West and Chester,Cheshire
944003,Cheshire West and Chester,West Cheshire
944004,Cheshire West and Chester,Cheshire
944006,Cheshire West and Chester,Cheshire
944007,Cheshire East,Cheshire
944007,Cheshire East,East Cheshire
944008,Cheshire East,Cheshire
944009,Cheshire East,Cheshire
944011,Cheshire East,Cheshire
944012,Cheshire West and Chester,Cheshire
944012,Cheshire West and Chester,West Cheshire
944013,Cheshire West and Chester,Cheshire
944013,Cheshire West and Chester,West Cheshire
944014,Cheshire West and Chester,Cheshire
944014,Cheshire West and Chester,West Cheshire
944015,Cheshire East,Cheshire
944015,Cheshire East,East Cheshire
944016,Cheshire East,Cheshire
944017,Cheshire East,Cheshire
944018,Cheshire West and Chester,Cheshire
944019,Cheshire East,Cheshire
944019,Cheshire East,East Cheshire
944020,Cheshire West and Chester,Cheshire
944020,Cheshire West and Chester,West Cheshire
944021,Cheshire East,Cheshire
944021,Cheshire East,East Cheshire
944022,Cheshire East,Cheshire
944024,Cheshire East,Cheshire
944025,Cheshire West and Chester,Cheshire
944026,Cheshire East,Cheshire
944027,Cheshire West and Chester,Cheshire
944028,Cheshire West and Chester,Cheshire
944029,Cheshire West and Chester,Cheshire
944030,Cheshire East,Cheshire
944031,Cheshire West and Chester,Cheshire
944032,Cheshire West and Chester,Cheshire
944032,Cheshire West and Chester,West Cheshire
944033,Cheshire West and Chester,Cheshire
944034,Cheshire West and Chester,Cheshire
944035,Cheshire West and Chester,Cheshire
944036,Cheshire West and Chester,Cheshire
944652,Cheshire West and Chester,Cheshire
944652,Cheshire West and Chester,West Cheshire
944674,Cheshire West and Chester,Cheshire
944674,Cheshire West and Chester,West Cheshire
946048,Cornwall,Cornwall excluding Isles of Scilly
946522,Bedford,Bedfordshire
946533,Bedford,Bedfordshire
946690,"Bournemouth, Christchurch and Poole",Poole
946691,"Bournemouth, Christchurch and Poole",Poole
946692,"Bournemouth, Christchurch and Poole",Poole
946693,"Bournemouth, Christchurch and Poole",Poole
946694,"Bournemouth, Christchurch and Poole",Poole
946695,"Bournemouth, Christchurch and Poole",Poole
946696,"Bournemouth, Christchurch and Poole",Poole
946697,"Bournemouth, Christchurch and Poole",Poole
946698,"Bournemouth, Christchurch and Poole",Poole
946699,"Bournemouth, Christchurch and Poole",Poole
946700,"Bournemouth, Christchurch and Poole",Poole
946701,"Bournemouth, Christchurch and Poole",Poole
946702,"Bournemouth, Christchurch and Poole",Poole
946703,"Bournemouth, Christchurch and Poole",Poole
946705,"Bournemouth, Christchurch and Poole",Poole
946706,"Bournemouth, Christchurch and Poole",Poole
946707,"Bournemouth, Christchurch and Poole",Poole
946708,"Bournemouth, Christchurch and Poole",Poole
946709,"Bournemouth, Christchurch and Poole",Poole
946710,"Bournemouth, Christchurch and Poole",Poole
946711,"Bournemouth, Christchurch and Poole",Poole
946712,"Bournemouth, Christchurch and Poole",Poole
946713,"Bournemouth, Christchurch and Poole",Poole
946714,"Bournemouth, Christchurch and Poole",Poole
946715,"Bournemouth, Christchurch and Poole",Poole
946716,"Bournemouth, Christchurch and Poole",Poole
946717,"Bournemouth, Christchurch and Poole",Poole
946718,"Bournemouth, Christchurch and Poole",Poole
946719,"Bournemouth, Christchurch and Poole",Bournemouth
946720,"Bournemouth, Christchurch and Poole",Bournemouth
946721,"Bournemouth, Christchurch and Poole",Bournemouth
946722,"Bournemouth, Christchurch and Poole",Bournemouth
946723,"Bournemouth, Christchurch and Poole",Bournemouth
946724,"Bournemouth, Christchurch and Poole",Bournemouth
946725,"Bournemouth, Christchurch and Poole",Bournemouth
946726,"Bournemouth, Christchurch and Poole",Bournemouth
946727,"Bournemouth, Christchurch and Poole",Bournemouth
946728,"Bournemouth, Christchurch and Poole",Bournemouth
946729,"Bournemouth, Christchurch and Poole",Bournemouth
946730,"Bournemouth, Christchurch and Poole",Bournemouth
946731,"Bournemouth, Christchurch and Poole",Bournemouth
946732,"Bournemouth, Christchurch and Poole",Bournemouth
946733,"Bournemouth, Christchurch and Poole",Bournemouth
946734,"Bournemouth, Christchurch and Poole",Bournemouth
946735,"Bournemouth, Christchurch and Poole",Bournemouth
946736,"Bournemouth, Christchurch and Poole",Bournemouth
946737,"Bournemouth, Christchurch and Poole",Bournemouth
946737,"Bournemouth, Christchurch and Poole",Poole
946738,"Bournemouth, Christchurch and Poole",Bournemouth
946739,"Bournemouth, Christchurch and Poole",Bournemouth
946740,"Bournemouth, Christchurch and Poole",Bournemouth
946741,"Bournemouth, Christchurch and Poole",Bournemouth
946824,Cornwall,Cornwall excluding Isles of Scilly
946826,Cornwall,Cornwall excluding Isles of Scilly
946827,Cornwall,Cornwall excluding Isles of Scilly
946828,Cornwall,Cornwall excluding Isles of Scilly
946829,Cornwall,Cornwall excluding Isles of Scilly
946830,Cornwall,Cornwall excluding Isles of Scilly
946831,Cornwall,Cornwall excluding Isles of Scilly
946832,Cornwall,Cornwall excluding Isles of Scilly
946833,Cornwall,Cornwall excluding Isles of Scilly
946834,Cornwall,Cornwall excluding Isles of Scilly
946835,Cornwall,Cornwall excluding Isles of Scilly
946836,Cornwall,Cornwall excluding Isles of Scilly
946837,Cornwall,Cornwall excluding Isles of Scilly
946838,Cornwall,Cornwall excluding Isles of Scilly
946839,Cornwall,Cornwall excluding Isles of Scilly
946840,Cornwall,Cornwall excluding Isles of Scilly
946841,Cornwall,Cornwall excluding Isles of Scilly
946842,Cornwall,Cornwall excluding Isles of Scilly
946843,Cornwall,Cornwall excluding Isles of Scilly
946844,Cornwall,Cornwall excluding Isles of Scilly
946845,Cornwall,Cornwall excluding Isles of Scilly
946846,Cornwall,Cornwall excluding Isles of Scilly
946847,Cornwall,Cornwall excluding Isles of Scilly
946848,Cornwall,Cornwall excluding Isles of Scilly
946849,Cornwall,Cornwall excluding Isles of Scilly
946850,Cornwall,Cornwall excluding Isles of Scilly
946851,Cornwall,Cornwall excluding Isles of Scilly
946852,Cornwall,Cornwall excluding Isles of Scilly
946854,Cornwall,Cornwall excluding Isles of Scilly
946855,Cornwall,Cornwall excluding Isles of Scilly
946856,Cornwall,Cornwall excluding Isles of Scilly
946857,Cornwall,Cornwall excluding Isles of Scilly
946858,Cornwall,Cornwall excluding Isles of Scilly
946859,Cornwall,Cornwall excluding Isles of Scilly
946860,Cornwall,Cornwall excluding Isles of Scilly
946861,Cornwall,Cornwall excluding Isles of Scilly
946862,Cornwall,Cornwall excluding Isles of Scilly
946863,Cornwall,Cornwall excluding Isles of Scilly
946864,Cornwall,Cornwall excluding Isles of Scilly
946865,Cornwall,Cornwall excluding Isles of Scilly
946866,Cornwall,Cornwall excluding Isles of Scilly
946867,Cornwall,Cornwall excluding Isles of Scilly
946868,Cornwall,Cornwall excluding Isles of Scilly
946869,Cornwall,Cornwall excluding Isles of Scilly
946870,Cornwall,Cornwall excluding Isles of Scilly
946871,Cornwall,Cornwall excluding Isles of Scilly
946872,Cornwall,Cornwall excluding Isles of Scilly
946873,Cornwall,Cornwall excluding Isles of Scilly
946874,Cornwall,Cornwall excluding Isles of Scilly
946875,Cornwall,Cornwall excluding Isles of Scilly
946876,Cornwall,Cornwall excluding Isles of Scilly
946877,Cornwall,Cornwall excluding Isles of Scilly
946878,Cornwall,Cornwall excluding Isles of Scilly
946879,Cornwall,Cornwall excluding Isles of Scilly
946880,Cornwall,Cornwall excluding Isles of Scilly
946881,Cornwall,Cornwall excluding Isles of Scilly
946882,Cornwall,Cornwall excluding Isles of Scilly
946883,Cornwall,Cornwall excluding Isles of Scilly
946884,Cornwall,Cornwall excluding Isles of Scilly
946885,Cornwall,Cornwall excluding Isles of Scilly
946886,Cornwall,Cornwall excluding Isles of Scilly
946887,Cornwall,Cornwall excluding Isles of Scilly
946888,Cornwall,Cornwall excluding Isles of Scilly
946889,Cornwall,Cornwall excluding Isles of Scilly
946890,Cornwall,Cornwall excluding Isles of Scilly
946891,Cornwall,Cornwall excluding Isles of Scilly
946892,Cornwall,Cornwall excluding Isles of Scilly
946894,Cornwall,Cornwall excluding Isles of Scilly
946895,Cornwall,Cornwall excluding Isles of Scilly
946896,Cornwall,Cornwall excluding Isles of Scilly
946897,Cornwall,Cornwall excluding Isles of Scilly
946898,Cornwall,Cornwall excluding Isles of Scilly
946899,Cornwall,Cornwall excluding Isles of Scilly
946900,Cornwall,Cornwall excluding Isles of Scilly
946902,Cornwall,Cornwall excluding Isles of Scilly
946903,Cornwall,Cornwall excluding Isles of Scilly
946904,Cornwall,Cornwall excluding Isles of Scilly
946906,Cornwall,Cornwall excluding Isles of Scilly
946907,Cornwall,Cornwall excluding Isles of Scilly
946908,Cornwall,Cornwall excluding Isles of Scilly
946909,Cornwall,Cornwall excluding Isles of Scilly
947107,"Bournemouth, Christchurch and Poole",Dorset
947125,"Bournemouth, Christchurch and Poole",Dorset
947128,"Bournemouth, Christchurch and Poole",Dorset
950454,Perth and Kinross,Perth & Kinross
950546,Dumfries and Galloway,Dumfries & Galloway
950565,County Durham,Durham
950861,Cornwall,Cornwall excluding Isles of Scilly
950867,Cornwall,Cornwall excluding Isles of Scilly
951254,Dumfries and Galloway,Dumfries & Galloway
951256,Dumfries and Galloway,Dumfries & Galloway
951292,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
951293,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
951294,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
951296,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
951297,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
951298,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
951300,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
951302,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
951303,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
